1 1 1 0 0 0
2 1 1 1 0 0
3 1 0 0 0 0
4 1 1 1 0 0
5 1 0 1 1 0
6 1 1 1 1 0
7 1 1 1 1 0
9 1 0 1 0 0
12 0 1 0 0 0
13 1 0 0 0 0
14 1 0 0 0 1
15 1 0 0 0 0
16 1 0 1 0 1
17 1 1 0 1 0
19 1 1 0 0 0
20 1 1 1 1 0
22 1 1 0 0 0
23 0 1 1 0 0
24 1 0 0 0 0
25 1 1 1 0 0
26 1 1 0 0 0
27 1 0 1 1 1
28 1 1 1 0 1
29 1 1 0 0 0
30 0 1 1 1 0
31 1 1 1 1 0
32 1 1 0 0 0
33 1 1 0 1 0
34 1 0 0 0 0
35 1 0 1 0 0
37 1 1 0 0 0
38 1 0 0 0 0
40 1 1 1 0 0
41 1 1 1 1 0
42 1 1 0 1 1
43 1 0 0 0 0
44 1 1 0 0 0
45 1 0 0 1 0
46 1 1 1 1 0
47 1 1 1 1 0
48 0 1 0 0 0
49 1 1 1 0 1
52 1 1 1 1 0
54 1 0 0 0 0
55 1 1 1 0 0
56 1 0 0 0 1
58 1 1 1 1 0
59 1 1 1 1 0
61 1 1 1 0 0
62 1 1 1 1 0
63 1 1 0 1 1
65 1 0 0 0 0
68 1 1 1 0 1
69 1 0 0 0 1
70 1 1 1 1 0
71 1 1 1 1 0
72 1 0 1 1 1
73 1 0 0 1 1
74 1 0 1 1 1
77 1 0 1 1 1
78 1 1 1 1 0
79 1 1 1 1 0
80 1 1 0 1 1
81 1 1 0 1 0
82 1 1 1 0 1
83 1 0 0 0 0
84 1 1 1 0 0
85 0 0 1 0 1
87 1 1 1 0 0
88 1 1 0 0 0
89 1 1 1 0 0
90 1 0 0 0 1
91 1 1 1 0 0
92 1 1 0 0 0
94 1 1 0 1 0
96 1 1 1 1 0
97 1 1 1 0 1
99 1 0 0 0 0
101 1 0 0 0 0
102 1 1 1 0 1
103 1 1 1 1 0
105 0 1 1 0 1
106 1 1 0 1 0
108 1 1 0 0 1
109 1 1 0 1 0
110 1 1 1 0 0
111 1 1 0 0 1
112 1 1 1 0 0
113 1 1 0 0 0
115 1 1 1 0 1
117 1 0 0 0 0
118 1 1 0 1 1
119 1 1 1 0 1
120 1 1 0 0 0
121 1 1 1 0 0
122 1 1 1 0 0
123 1 1 0 0 0
124 1 1 0 0 0
125 1 1 1 0 1
126 1 1 1 0 0
128 1 1 0 0 0
130 1 1 1 1 0
131 1 1 1 0 1
133 1 1 1 0 1
134 1 0 1 1 0
135 1 1 1 1 0
137 0 0 1 0 1
138 1 0 0 0 0
139 1 1 1 1 0
140 1 1 1 0 0
141 1 0 1 0 0
142 1 1 0 0 0
144 1 1 1 0 0
145 1 1 1 0 1
146 0 1 0 0 0
148 0 0 0 1 1
149 1 1 0 1 0
151 1 1 0 0 0
152 1 1 0 0 1
153 1 1 1 1 0
155 1 1 1 0 1
157 1 1 1 1 0
158 1 1 0 0 1
159 1 1 0 1 1
160 1 1 1 0 0
161 1 0 0 0 0
164 1 0 0 0 1
165 1 1 0 0 0
166 1 1 1 1 0
167 1 0 0 0 0
168 1 0 1 0 0
169 1 1 0 0 1
170 1 1 1 0 0
171 1 1 1 1 0
173 1 0 0 0 0
174 1 1 0 1 0
175 1 1 1 1 0
176 1 1 1 1 0
183 1 1 1 1 0
184 1 1 1 0 0
187 1 1 1 0 1
188 1 1 1 0 0
189 1 1 1 0 1
191 1 1 1 0 0
192 1 1 1 0 0
193 1 0 1 0 0
194 1 1 0 0 0
195 1 1 0 1 1
196 1 0 1 0 1
197 1 0 1 1 1
198 1 1 0 1 1
