Y1	Y2	Y3	GROUP
10.0198365281309	9.08370017174577	9.70730244157842	1
10.7347617500528	10.0377357738681	11.8321330256181	1
11.3549050076995	9.44649571135088	10.8977560217658	1
9.55893150391777	10.234049976856	7.80616024381288	1
9.60338800214397	10.2880292219596	11.3890746112933	1
9.76374900462669	10.8614791483074	9.89646956841288	1
9.13345639400932	10.2632819803822	9.25942231766901	1
9.33280197147976	10.2408894877687	8.39334301482566	1
10.3054266393059	9.30465409954002	9.46058711386601	1
10.4067219704347	8.2773580798132	10.6346995344252	1
11.2051130255445	11.0289670072395	13.9254205617117	2
10.8975295841326	11.3376926156213	12.6887693783361	2
7.92055644158574	8.11331951776425	12.7604129603461	2
9.92006989236555	10.5165577262811	12.3643135141628	2
10.4725632709012	8.48673403021912	12.8875179951736	2
10.1186208204349	10.6022866248195	12.9299208667041	2
11.6252215235226	9.74750128437678	13.0098617492871	2
9.80452603003434	10.3615753832895	13.4147942800759	2
9.65556840907427	9.11665876466759	12.7443705411546	2
10.9470051273477	10.6397591184525	13.3434371785553	2
7.36118497522335	10.5053351495818	11.803761399482	3
8.96587028883507	12.8800648703686	9.47041828677411	3
9.59781796461703	11.2034179685869	10.1280423872959	3
10.1798836548459	13.3727031175783	8.94613030205205	3
9.00320144496763	10.9961239832927	11.0148503734242	3
9.39963572506746	12.1677590277396	12.3631386771464	3
10.4188965056192	11.8830556649088	9.59840600979408	3
9.09895880655769	13.2988484842432	10.9155229724844	3
10.5140917231532	13.356477037939	10.4038127278371	3
10.0627586454063	13.9486777474492	11.2889600161643	3
8.89942252159897	13.9160355700894	17.1161293924017	4
10.3668597252223	12.1026820029281	16.0797518078763	4
10.0876808005003	11.745664237545	15.5564331049846	4
9.00692257542111	12.1907538859277	16.6780756598276	4
9.75993290349961	13.3202674640921	16.4804178877609	4
8.95382555560748	11.8928795637553	11.8973053016002	4
11.6773782200597	13.3432260869938	10.8422441608128	4
9.83093460000419	12.943726856613	9.6191197742636	4
11.7584373485001	12.4652839371645	8.53467952007556	4
9.46250260230933	11.9240886470805	9.81814058309045	4
