"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Ysub"	"RTsub"	"Ytot"	"RTtot"
84	"Female"	"NL"	19	"5"	0	0	NA	NA	NA	NA
84	"Female"	"NL"	20	"5"	0	0	NA	NA	NA	NA
84	"Female"	"NL"	21	"6"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	1	"1"	0	188	1	395	16	630
85	"Female"	"NL"	2	"1"	1	78	4	116	16	630
85	"Female"	"NL"	3	"1"	0	93	4	101	16	630
85	"Female"	"NL"	4	"1"	0	36	3	18	16	630
85	"Female"	"NL"	5	"2"	1	29	3	0	16	630
85	"Female"	"NL"	6	"2"	1	25	1	0	16	630
85	"Female"	"NL"	7	"2"	1	37	NA	NA	NA	NA
85	"Female"	"NL"	8	"2"	1	25	NA	NA	NA	NA
85	"Female"	"NL"	9	"3"	1	25	NA	NA	NA	NA
85	"Female"	"NL"	10	"3"	1	39	NA	NA	NA	NA
85	"Female"	"NL"	11	"3"	1	31	NA	NA	NA	NA
85	"Female"	"NL"	12	"3"	1	6	NA	NA	NA	NA
85	"Female"	"NL"	13	"4"	0	0	NA	NA	NA	NA
85	"Female"	"NL"	14	"4"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	15	"4"	1	18	NA	NA	NA	NA
85	"Female"	"NL"	16	"4"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	17	"5"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	18	"5"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	19	"5"	0	0	NA	NA	NA	NA
85	"Female"	"NL"	20	"5"	1	0	NA	NA	NA	NA
85	"Female"	"NL"	21	"6"	1	0	NA	NA	NA	NA
86	"Unknown"	"NL"	1	"1"	0	109	0	169	2	572
86	"Unknown"	"NL"	2	"1"	0	40	0	176	2	572
86	"Unknown"	"NL"	3	"1"	0	10	0	79	2	572
86	"Unknown"	"NL"	4	"1"	0	10	0	140	2	572
86	"Unknown"	"NL"	5	"2"	0	114	2	8	2	572
86	"Unknown"	"NL"	6	"2"	0	20	0	0	2	572
86	"Unknown"	"NL"	7	"2"	0	17	NA	NA	NA	NA
86	"Unknown"	"NL"	8	"2"	0	25	NA	NA	NA	NA
86	"Unknown"	"NL"	9	"3"	0	61	NA	NA	NA	NA
86	"Unknown"	"NL"	10	"3"	0	6	NA	NA	NA	NA
86	"Unknown"	"NL"	11	"3"	0	5	NA	NA	NA	NA
86	"Unknown"	"NL"	12	"3"	0	7	NA	NA	NA	NA
86	"Unknown"	"NL"	13	"4"	0	104	NA	NA	NA	NA
86	"Unknown"	"NL"	14	"4"	0	21	NA	NA	NA	NA
86	"Unknown"	"NL"	15	"4"	0	10	NA	NA	NA	NA
86	"Unknown"	"NL"	16	"4"	0	5	NA	NA	NA	NA
86	"Unknown"	"NL"	17	"5"	1	0	NA	NA	NA	NA
86	"Unknown"	"NL"	18	"5"	0	0	NA	NA	NA	NA
86	"Unknown"	"NL"	19	"5"	0	8	NA	NA	NA	NA
86	"Unknown"	"NL"	20	"5"	1	0	NA	NA	NA	NA
86	"Unknown"	"NL"	21	"6"	0	0	NA	NA	NA	NA
87	"Male"	"FR"	1	"1"	0	101	1	259	8	548
87	"Male"	"FR"	2	"1"	0	41	2	138	8	548
87	"Male"	"FR"	3	"1"	1	91	2	121	8	548
87	"Male"	"FR"	4	"1"	0	26	1	30	8	548
87	"Male"	"FR"	5	"2"	0	57	2	0	8	548
87	"Male"	"FR"	6	"2"	1	25	0	0	8	548
87	"Male"	"FR"	7	"2"	1	35	NA	NA	NA	NA
87	"Male"	"FR"	8	"2"	0	21	NA	NA	NA	NA
87	"Male"	"FR"	9	"3"	1	37	NA	NA	NA	NA
87	"Male"	"FR"	10	"3"	0	36	NA	NA	NA	NA
87	"Male"	"FR"	11	"3"	0	30	NA	NA	NA	NA
87	"Male"	"FR"	12	"3"	1	18	NA	NA	NA	NA
87	"Male"	"FR"	13	"4"	0	0	NA	NA	NA	NA
87	"Male"	"FR"	14	"4"	1	19	NA	NA	NA	NA
87	"Male"	"FR"	15	"4"	0	11	NA	NA	NA	NA
87	"Male"	"FR"	16	"4"	0	0	NA	NA	NA	NA
87	"Male"	"FR"	17	"5"	0	0	NA	NA	NA	NA
87	"Male"	"FR"	18	"5"	1	0	NA	NA	NA	NA
87	"Male"	"FR"	19	"5"	0	0	NA	NA	NA	NA
87	"Male"	"FR"	20	"5"	1	0	NA	NA	NA	NA
87	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
88	"Male"	"NL"	1	"1"	0	67	1	108	12	738
88	"Male"	"NL"	2	"1"	0	13	2	143	12	738
88	"Male"	"NL"	3	"1"	1	16	3	71	12	738
88	"Male"	"NL"	4	"1"	0	12	3	416	12	738
88	"Male"	"NL"	5	"2"	0	96	3	0	12	738
88	"Male"	"NL"	6	"2"	0	11	0	0	12	738
88	"Male"	"NL"	7	"2"	1	13	NA	NA	NA	NA
88	"Male"	"NL"	8	"2"	1	23	NA	NA	NA	NA
88	"Male"	"NL"	9	"3"	1	45	NA	NA	NA	NA
88	"Male"	"NL"	10	"3"	1	11	NA	NA	NA	NA
88	"Male"	"NL"	11	"3"	0	6	NA	NA	NA	NA
88	"Male"	"NL"	12	"3"	1	9	NA	NA	NA	NA
88	"Male"	"NL"	13	"4"	0	257	NA	NA	NA	NA
88	"Male"	"NL"	14	"4"	1	76	NA	NA	NA	NA
88	"Male"	"NL"	15	"4"	1	19	NA	NA	NA	NA
88	"Male"	"NL"	16	"4"	1	64	NA	NA	NA	NA
88	"Male"	"NL"	17	"5"	1	0	NA	NA	NA	NA
88	"Male"	"NL"	18	"5"	1	0	NA	NA	NA	NA
88	"Male"	"NL"	19	"5"	0	0	NA	NA	NA	NA
88	"Male"	"NL"	20	"5"	1	0	NA	NA	NA	NA
88	"Male"	"NL"	21	"6"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	1	"1"	0	49	0	209	4	778
89	"Male"	"NL"	2	"1"	0	82	1	241	4	778
89	"Male"	"NL"	3	"1"	0	21	2	328	4	778
89	"Male"	"NL"	4	"1"	0	57	0	0	4	778
89	"Male"	"NL"	5	"2"	0	89	1	0	4	778
89	"Male"	"NL"	6	"2"	0	64	0	0	4	778
89	"Male"	"NL"	7	"2"	1	32	NA	NA	NA	NA
89	"Male"	"NL"	8	"2"	0	56	NA	NA	NA	NA
89	"Male"	"NL"	9	"3"	0	85	NA	NA	NA	NA
89	"Male"	"NL"	10	"3"	1	93	NA	NA	NA	NA
89	"Male"	"NL"	11	"3"	0	77	NA	NA	NA	NA
89	"Male"	"NL"	12	"3"	1	73	NA	NA	NA	NA
89	"Male"	"NL"	13	"4"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	14	"4"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	15	"4"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	16	"4"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	17	"5"	1	0	NA	NA	NA	NA
89	"Male"	"NL"	18	"5"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	19	"5"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	20	"5"	0	0	NA	NA	NA	NA
89	"Male"	"NL"	21	"6"	0	0	NA	NA	NA	NA
90	"Unknown"	"FR"	1	"1"	0	64	1	214	8	682
90	"Unknown"	"FR"	2	"1"	1	57	1	124	8	682
90	"Unknown"	"FR"	3	"1"	0	45	2	110	8	682
90	"Unknown"	"FR"	4	"1"	0	48	2	194	8	682
90	"Unknown"	"FR"	5	"2"	0	49	1	40	8	682
90	"Unknown"	"FR"	6	"2"	0	29	1	0	8	682
90	"Unknown"	"FR"	7	"2"	1	21	NA	NA	NA	NA
90	"Unknown"	"FR"	8	"2"	0	25	NA	NA	NA	NA
90	"Unknown"	"FR"	9	"3"	0	33	NA	NA	NA	NA
90	"Unknown"	"FR"	10	"3"	1	55	NA	NA	NA	NA
90	"Unknown"	"FR"	11	"3"	0	8	NA	NA	NA	NA
90	"Unknown"	"FR"	12	"3"	1	14	NA	NA	NA	NA
90	"Unknown"	"FR"	13	"4"	0	74	NA	NA	NA	NA
90	"Unknown"	"FR"	14	"4"	1	40	NA	NA	NA	NA
90	"Unknown"	"FR"	15	"4"	0	38	NA	NA	NA	NA
90	"Unknown"	"FR"	16	"4"	1	42	NA	NA	NA	NA
90	"Unknown"	"FR"	17	"5"	1	0	NA	NA	NA	NA
90	"Unknown"	"FR"	18	"5"	0	0	NA	NA	NA	NA
90	"Unknown"	"FR"	19	"5"	0	40	NA	NA	NA	NA
90	"Unknown"	"FR"	20	"5"	0	0	NA	NA	NA	NA
90	"Unknown"	"FR"	21	"6"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	1	"1"	0	115	2	169	18	463
91	"Male"	"FR"	2	"1"	1	26	4	129	18	463
91	"Male"	"FR"	3	"1"	1	14	4	85	18	463
91	"Male"	"FR"	4	"1"	0	14	4	80	18	463
91	"Male"	"FR"	5	"2"	1	88	4	0	18	463
91	"Male"	"FR"	6	"2"	1	12	0	0	18	463
91	"Male"	"FR"	7	"2"	1	11	NA	NA	NA	NA
91	"Male"	"FR"	8	"2"	1	18	NA	NA	NA	NA
91	"Male"	"FR"	9	"3"	1	43	NA	NA	NA	NA
91	"Male"	"FR"	10	"3"	1	13	NA	NA	NA	NA
91	"Male"	"FR"	11	"3"	1	13	NA	NA	NA	NA
91	"Male"	"FR"	12	"3"	1	16	NA	NA	NA	NA
91	"Male"	"FR"	13	"4"	1	3	NA	NA	NA	NA
91	"Male"	"FR"	14	"4"	1	51	NA	NA	NA	NA
91	"Male"	"FR"	15	"4"	1	26	NA	NA	NA	NA
91	"Male"	"FR"	16	"4"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	17	"5"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	18	"5"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	19	"5"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	20	"5"	1	0	NA	NA	NA	NA
91	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
92	"Female"	"NL"	1	"1"	0	151	0	249	7	649
92	"Female"	"NL"	2	"1"	0	57	1	196	7	649
92	"Female"	"NL"	3	"1"	0	20	2	81	7	649
92	"Female"	"NL"	4	"1"	0	21	2	123	7	649
92	"Female"	"NL"	5	"2"	0	100	2	0	7	649
92	"Female"	"NL"	6	"2"	0	58	0	0	7	649
92	"Female"	"NL"	7	"2"	1	18	NA	NA	NA	NA
92	"Female"	"NL"	8	"2"	0	20	NA	NA	NA	NA
92	"Female"	"NL"	9	"3"	0	43	NA	NA	NA	NA
92	"Female"	"NL"	10	"3"	1	10	NA	NA	NA	NA
92	"Female"	"NL"	11	"3"	0	9	NA	NA	NA	NA
92	"Female"	"NL"	12	"3"	1	19	NA	NA	NA	NA
92	"Female"	"NL"	13	"4"	0	63	NA	NA	NA	NA
92	"Female"	"NL"	14	"4"	1	39	NA	NA	NA	NA
92	"Female"	"NL"	15	"4"	0	21	NA	NA	NA	NA
92	"Female"	"NL"	16	"4"	1	0	NA	NA	NA	NA
92	"Female"	"NL"	17	"5"	1	0	NA	NA	NA	NA
92	"Female"	"NL"	18	"5"	0	0	NA	NA	NA	NA
92	"Female"	"NL"	19	"5"	0	0	NA	NA	NA	NA
92	"Female"	"NL"	20	"5"	1	0	NA	NA	NA	NA
92	"Female"	"NL"	21	"6"	0	0	NA	NA	NA	NA
93	"Male"	"NL"	1	"1"	0	51	1	143	13	727
93	"Male"	"NL"	2	"1"	1	43	4	284	13	727
93	"Male"	"NL"	3	"1"	0	19	2	84	13	727
93	"Male"	"NL"	4	"1"	0	30	3	216	13	727
93	"Male"	"NL"	5	"2"	1	31	3	0	13	727
93	"Male"	"NL"	6	"2"	1	113	0	0	13	727
93	"Male"	"NL"	7	"2"	1	61	NA	NA	NA	NA
93	"Male"	"NL"	8	"2"	1	79	NA	NA	NA	NA
93	"Male"	"NL"	9	"3"	1	31	NA	NA	NA	NA
93	"Male"	"NL"	10	"3"	0	20	NA	NA	NA	NA
93	"Male"	"NL"	11	"3"	0	10	NA	NA	NA	NA
93	"Male"	"NL"	12	"3"	1	23	NA	NA	NA	NA
93	"Male"	"NL"	13	"4"	0	95	NA	NA	NA	NA
93	"Male"	"NL"	14	"4"	1	87	NA	NA	NA	NA
93	"Male"	"NL"	15	"4"	1	34	NA	NA	NA	NA
93	"Male"	"NL"	16	"4"	1	0	NA	NA	NA	NA
93	"Male"	"NL"	17	"5"	1	0	NA	NA	NA	NA
93	"Male"	"NL"	18	"5"	0	0	NA	NA	NA	NA
93	"Male"	"NL"	19	"5"	1	0	NA	NA	NA	NA
93	"Male"	"NL"	20	"5"	1	0	NA	NA	NA	NA
93	"Male"	"NL"	21	"6"	0	0	NA	NA	NA	NA
94	"Female"	"NL"	1	"1"	0	100	2	202	18	573
94	"Female"	"NL"	2	"1"	1	46	4	242	18	573
94	"Female"	"NL"	3	"1"	1	11	3	129	18	573
94	"Female"	"NL"	4	"1"	0	45	4	0	18	573
94	"Female"	"NL"	5	"2"	1	194	4	0	18	573
94	"Female"	"NL"	6	"2"	1	10	1	0	18	573
94	"Female"	"NL"	7	"2"	1	15	NA	NA	NA	NA
94	"Female"	"NL"	8	"2"	1	23	NA	NA	NA	NA
94	"Female"	"NL"	9	"3"	1	74	NA	NA	NA	NA
94	"Female"	"NL"	10	"3"	1	15	NA	NA	NA	NA
94	"Female"	"NL"	11	"3"	0	10	NA	NA	NA	NA
94	"Female"	"NL"	12	"3"	1	30	NA	NA	NA	NA
94	"Female"	"NL"	13	"4"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	14	"4"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	15	"4"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	16	"4"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	17	"5"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	18	"5"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	19	"5"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	20	"5"	1	0	NA	NA	NA	NA
94	"Female"	"NL"	21	"6"	1	0	NA	NA	NA	NA
95	"Male"	"FR"	1	"1"	0	109	0	188	7	570
95	"Male"	"FR"	2	"1"	0	46	2	228	7	570
95	"Male"	"FR"	3	"1"	0	12	2	111	7	570
95	"Male"	"FR"	4	"1"	0	21	2	13	7	570
95	"Male"	"FR"	5	"2"	0	147	1	30	7	570
95	"Male"	"FR"	6	"2"	1	25	0	0	7	570
95	"Male"	"FR"	7	"2"	1	40	NA	NA	NA	NA
95	"Male"	"FR"	8	"2"	0	16	NA	NA	NA	NA
95	"Male"	"FR"	9	"3"	0	84	NA	NA	NA	NA
95	"Male"	"FR"	10	"3"	1	12	NA	NA	NA	NA
95	"Male"	"FR"	11	"3"	0	7	NA	NA	NA	NA
95	"Male"	"FR"	12	"3"	1	8	NA	NA	NA	NA
95	"Male"	"FR"	13	"4"	0	0	NA	NA	NA	NA
95	"Male"	"FR"	14	"4"	1	0	NA	NA	NA	NA
95	"Male"	"FR"	15	"4"	1	13	NA	NA	NA	NA
95	"Male"	"FR"	16	"4"	0	0	NA	NA	NA	NA
95	"Male"	"FR"	17	"5"	0	0	NA	NA	NA	NA
95	"Male"	"FR"	18	"5"	0	30	NA	NA	NA	NA
95	"Male"	"FR"	19	"5"	0	0	NA	NA	NA	NA
95	"Male"	"FR"	20	"5"	1	0	NA	NA	NA	NA
95	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
96	"Male"	"FR"	1	"1"	0	108	1	203	12	691
96	"Male"	"FR"	2	"1"	0	73	2	181	12	691
96	"Male"	"FR"	3	"1"	1	12	2	71	12	691
96	"Male"	"FR"	4	"1"	0	10	4	187	12	691
96	"Male"	"FR"	5	"2"	0	131	3	49	12	691
96	"Male"	"FR"	6	"2"	0	20	0	0	12	691
96	"Male"	"FR"	7	"2"	1	16	NA	NA	NA	NA
96	"Male"	"FR"	8	"2"	1	14	NA	NA	NA	NA
96	"Male"	"FR"	9	"3"	1	42	NA	NA	NA	NA
96	"Male"	"FR"	10	"3"	0	11	NA	NA	NA	NA
96	"Male"	"FR"	11	"3"	0	7	NA	NA	NA	NA
96	"Male"	"FR"	12	"3"	1	11	NA	NA	NA	NA
96	"Male"	"FR"	13	"4"	1	75	NA	NA	NA	NA
96	"Male"	"FR"	14	"4"	1	81	NA	NA	NA	NA
96	"Male"	"FR"	15	"4"	1	17	NA	NA	NA	NA
96	"Male"	"FR"	16	"4"	1	14	NA	NA	NA	NA
96	"Male"	"FR"	17	"5"	1	6	NA	NA	NA	NA
96	"Male"	"FR"	18	"5"	0	22	NA	NA	NA	NA
96	"Male"	"FR"	19	"5"	1	21	NA	NA	NA	NA
96	"Male"	"FR"	20	"5"	1	0	NA	NA	NA	NA
96	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
97	"Male"	"NL"	1	"1"	1	48	3	113	19	572
97	"Male"	"NL"	2	"1"	1	32	4	134	19	572
97	"Male"	"NL"	3	"1"	1	19	3	79	19	572
97	"Male"	"NL"	4	"1"	0	14	4	145	19	572
97	"Male"	"NL"	5	"2"	1	87	4	101	19	572
97	"Male"	"NL"	6	"2"	1	14	1	0	19	572
97	"Male"	"NL"	7	"2"	1	17	NA	NA	NA	NA
97	"Male"	"NL"	8	"2"	1	16	NA	NA	NA	NA
97	"Male"	"NL"	9	"3"	1	55	NA	NA	NA	NA
97	"Male"	"NL"	10	"3"	1	13	NA	NA	NA	NA
97	"Male"	"NL"	11	"3"	0	5	NA	NA	NA	NA
97	"Male"	"NL"	12	"3"	1	6	NA	NA	NA	NA
97	"Male"	"NL"	13	"4"	1	64	NA	NA	NA	NA
97	"Male"	"NL"	14	"4"	1	57	NA	NA	NA	NA
97	"Male"	"NL"	15	"4"	1	15	NA	NA	NA	NA
97	"Male"	"NL"	16	"4"	1	9	NA	NA	NA	NA
97	"Male"	"NL"	17	"5"	1	66	NA	NA	NA	NA
97	"Male"	"NL"	18	"5"	1	10	NA	NA	NA	NA
97	"Male"	"NL"	19	"5"	1	14	NA	NA	NA	NA
97	"Male"	"NL"	20	"5"	1	11	NA	NA	NA	NA
97	"Male"	"NL"	21	"6"	1	0	NA	NA	NA	NA
98	"Male"	"FR"	1	"1"	0	58	2	112	10	598
98	"Male"	"FR"	2	"1"	1	23	3	128	10	598
98	"Male"	"FR"	3	"1"	1	20	2	86	10	598
98	"Male"	"FR"	4	"1"	0	11	2	175	10	598
98	"Male"	"FR"	5	"2"	1	24	1	97	10	598
98	"Male"	"FR"	6	"2"	0	31	0	0	10	598
98	"Male"	"FR"	7	"2"	1	30	NA	NA	NA	NA
98	"Male"	"FR"	8	"2"	1	43	NA	NA	NA	NA
98	"Male"	"FR"	9	"3"	1	21	NA	NA	NA	NA
98	"Male"	"FR"	10	"3"	0	33	NA	NA	NA	NA
98	"Male"	"FR"	11	"3"	0	24	NA	NA	NA	NA
98	"Male"	"FR"	12	"3"	1	8	NA	NA	NA	NA
98	"Male"	"FR"	13	"4"	0	31	NA	NA	NA	NA
98	"Male"	"FR"	14	"4"	1	55	NA	NA	NA	NA
98	"Male"	"FR"	15	"4"	0	39	NA	NA	NA	NA
98	"Male"	"FR"	16	"4"	1	50	NA	NA	NA	NA
98	"Male"	"FR"	17	"5"	0	48	NA	NA	NA	NA
98	"Male"	"FR"	18	"5"	0	17	NA	NA	NA	NA
98	"Male"	"FR"	19	"5"	0	18	NA	NA	NA	NA
98	"Male"	"FR"	20	"5"	1	14	NA	NA	NA	NA
98	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
99	"Male"	"FR"	1	"1"	0	82	0	179	10	659
99	"Male"	"FR"	2	"1"	0	43	3	159	10	659
99	"Male"	"FR"	3	"1"	0	31	2	78	10	659
99	"Male"	"FR"	4	"1"	0	23	2	133	10	659
99	"Male"	"FR"	5	"2"	1	67	3	110	10	659
99	"Male"	"FR"	6	"2"	1	32	0	0	10	659
99	"Male"	"FR"	7	"2"	1	27	NA	NA	NA	NA
99	"Male"	"FR"	8	"2"	0	33	NA	NA	NA	NA
99	"Male"	"FR"	9	"3"	0	50	NA	NA	NA	NA
99	"Male"	"FR"	10	"3"	1	13	NA	NA	NA	NA
99	"Male"	"FR"	11	"3"	0	5	NA	NA	NA	NA
99	"Male"	"FR"	12	"3"	1	10	NA	NA	NA	NA
99	"Male"	"FR"	13	"4"	0	49	NA	NA	NA	NA
99	"Male"	"FR"	14	"4"	1	40	NA	NA	NA	NA
99	"Male"	"FR"	15	"4"	1	37	NA	NA	NA	NA
99	"Male"	"FR"	16	"4"	0	7	NA	NA	NA	NA
99	"Male"	"FR"	17	"5"	1	83	NA	NA	NA	NA
99	"Male"	"FR"	18	"5"	1	10	NA	NA	NA	NA
99	"Male"	"FR"	19	"5"	0	17	NA	NA	NA	NA
99	"Male"	"FR"	20	"5"	1	0	NA	NA	NA	NA
99	"Male"	"FR"	21	"6"	0	0	NA	NA	NA	NA
100	"Female"	"NL"	1	"1"	0	69	1	150	14	557
100	"Female"	"NL"	2	"1"	0	30	4	201	14	557
100	"Female"	"NL"	3	"1"	1	27	3	132	14	557
100	"Female"	"NL"	4	"1"	0	24	3	74	14	557
100	"Female"	"NL"	5	"2"	1	130	3	0	14	557
100	"Female"	"NL"	6	"2"	1	24	0	0	14	557
100	"Female"	"NL"	7	"2"	1	26	NA	NA	NA	NA
100	"Female"	"NL"	8	"2"	1	21	NA	NA	NA	NA
100	"Female"	"NL"	9	"3"	1	83	NA	NA	NA	NA
100	"Female"	"NL"	10	"3"	1	20	NA	NA	NA	NA
100	"Female"	"NL"	11	"3"	0	13	NA	NA	NA	NA
100	"Female"	"NL"	12	"3"	1	16	NA	NA	NA	NA
100	"Female"	"NL"	13	"4"	0	0	NA	NA	NA	NA
100	"Female"	"NL"	14	"4"	1	43	NA	NA	NA	NA
100	"Female"	"NL"	15	"4"	1	31	NA	NA	NA	NA
100	"Female"	"NL"	16	"4"	1	0	NA	NA	NA	NA
100	"Female"	"NL"	17	"5"	1	0	NA	NA	NA	NA
100	"Female"	"NL"	18	"5"	1	0	NA	NA	NA	NA
100	"Female"	"NL"	19	"5"	0	0	NA	NA	NA	NA
100	"Female"	"NL"	20	"5"	1	0	NA	NA	NA	NA
100	"Female"	"NL"	21	"6"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	1	"1"	0	217	0	435	7	768
101	"Male"	"NL"	2	"1"	0	83	2	164	7	768
101	"Male"	"NL"	3	"1"	0	23	2	169	7	768
101	"Male"	"NL"	4	"1"	0	112	2	0	7	768
101	"Male"	"NL"	5	"2"	0	66	1	0	7	768
101	"Male"	"NL"	6	"2"	0	47	0	0	7	768
101	"Male"	"NL"	7	"2"	1	22	NA	NA	NA	NA
101	"Male"	"NL"	8	"2"	1	29	NA	NA	NA	NA
101	"Male"	"NL"	9	"3"	0	44	NA	NA	NA	NA
101	"Male"	"NL"	10	"3"	1	63	NA	NA	NA	NA
101	"Male"	"NL"	11	"3"	0	27	NA	NA	NA	NA
101	"Male"	"NL"	12	"3"	1	35	NA	NA	NA	NA
101	"Male"	"NL"	13	"4"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	14	"4"	1	0	NA	NA	NA	NA
101	"Male"	"NL"	15	"4"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	16	"4"	1	0	NA	NA	NA	NA
101	"Male"	"NL"	17	"5"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	18	"5"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	19	"5"	0	0	NA	NA	NA	NA
101	"Male"	"NL"	20	"5"	1	0	NA	NA	NA	NA
101	"Male"	"NL"	21	"6"	0	0	NA	NA	NA	NA
102	"Male"	"NL"	1	"1"	0	74	2	245	16	638
102	"Male"	"NL"	2	"1"	1	36	4	193	16	638
102	"Male"	"NL"	3	"1"	1	51	3	200	16	638
102	"Male"	"NL"	4	"1"	0	84	3	0	16	638
102	"Male"	"NL"	5	"2"	1	64	3	0	16	638
102	"Male"	"NL"	6	"2"	1	32	1	0	16	638
102	"Male"	"NL"	7	"2"	1	42	NA	NA	NA	NA
102	"Male"	"NL"	8	"2"	1	55	NA	NA	NA	NA
102	"Male"	"NL"	9	"3"	1	42	NA	NA	NA	NA
102	"Male"	"NL"	10	"3"	1	54	NA	NA	NA	NA
102	"Male"	"NL"	11	"3"	0	33	NA	NA	NA	NA
102	"Male"	"NL"	12	"3"	1	71	NA	NA	NA	NA
102	"Male"	"NL"	13	"4"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	14	"4"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	15	"4"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	16	"4"	0	0	NA	NA	NA	NA
102	"Male"	"NL"	17	"5"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	18	"5"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	19	"5"	0	0	NA	NA	NA	NA
102	"Male"	"NL"	20	"5"	1	0	NA	NA	NA	NA
102	"Male"	"NL"	21	"6"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	1	"1"	0	59	0	293	9	650
103	"Male"	"NL"	2	"1"	0	106	2	209	9	650
103	"Male"	"NL"	3	"1"	0	26	2	148	9	650
103	"Male"	"NL"	4	"1"	0	102	3	0	9	650
103	"Male"	"NL"	5	"2"	1	53	2	0	9	650
103	"Male"	"NL"	6	"2"	0	24	0	0	9	650
103	"Male"	"NL"	7	"2"	1	106	NA	NA	NA	NA
103	"Male"	"NL"	8	"2"	0	26	NA	NA	NA	NA
103	"Male"	"NL"	9	"3"	0	25	NA	NA	NA	NA
103	"Male"	"NL"	10	"3"	1	78	NA	NA	NA	NA
103	"Male"	"NL"	11	"3"	0	22	NA	NA	NA	NA
103	"Male"	"NL"	12	"3"	1	23	NA	NA	NA	NA
103	"Male"	"NL"	13	"4"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	14	"4"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	15	"4"	0	0	NA	NA	NA	NA
103	"Male"	"NL"	16	"4"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	17	"5"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	18	"5"	0	0	NA	NA	NA	NA
103	"Male"	"NL"	19	"5"	0	0	NA	NA	NA	NA
103	"Male"	"NL"	20	"5"	1	0	NA	NA	NA	NA
103	"Male"	"NL"	21	"6"	0	0	NA	NA	NA	NA
104	"Male"	"FR"	1	"1"	0	54	0	219	9	773
104	"Male"	"FR"	2	"1"	0	78	2	218	9	773
104	"Male"	"FR"	3	"1"	0	74	2	83	9	773
104	"Male"	"FR"	4	"1"	0	13	2	205	9	773
104	"Male"	"FR"	5	"2"	0	144	2	48	9	773
104	"Male"	"FR"	6	"2"	0	29	1	0	9	773
104	"Male"	"FR"	7	"2"	1	9	NA	NA	NA	NA
104	"Male"	"FR"	8	"2"	1	36	NA	NA	NA	NA
104	"Male"	"FR"	9	"3"	0	49	NA	NA	NA	NA
104	"Male"	"FR"	10	"3"	1	18	NA	NA	NA	NA
104	"Male"	"FR"	11	"3"	0	7	NA	NA	NA	NA
104	"Male"	"FR"	12	"3"	1	9	NA	NA	NA	NA
104	"Male"	"FR"	13	"4"	0	78	NA	NA	NA	NA
104	"Male"	"FR"	14	"4"	0	91	NA	NA	NA	NA
104	"Male"	"FR"	15	"4"	1	14	NA	NA	NA	NA
104	"Male"	"FR"	16	"4"	1	22	NA	NA	NA	NA
104	"Male"	"FR"	17	"5"	1	0	NA	NA	NA	NA
104	"Male"	"FR"	18	"5"	0	20	NA	NA	NA	NA
104	"Male"	"FR"	19	"5"	0	28	NA	NA	NA	NA
