"ID"	 "Gender"	 "Language"	 "Problem"	 "item"	 "Y"	 "RT"	 "Y.sub"	 "RT.sub"	 "Y.tot"	 "RT.tot"
151	 "Female"	 "FR"	 1	 1	 0	 59	 0	 198	 3	 625
151	 "Female"	 "FR"	 1	 2	 0	 42	 0	 198	 3	 625
151	 "Female"	 "FR"	 1	 3	 0	 31	 0	 198	 3	 625
151	 "Female"	 "FR"	 1	 4	 0	 66	 0	 198	 3	 625
151	 "Female"	 "FR"	 2	 5	 0	 79	 1	 168	 3	 625
151	 "Female"	 "FR"	 2	 6	 0	 26	 1	 168	 3	 625
151	 "Female"	 "FR"	 2	 7	 0	 25	 1	 168	 3	 625
151	 "Female"	 "FR"	 2	 8	 0	 38	 1	 168	 3	 625
151	 "Female"	 "FR"	 3	 9	 0	 50	 0	 248	 3	 625
151	 "Female"	 "FR"	 3	 10	 0	 105	 0	 248	 3	 625
151	 "Female"	 "FR"	 3	 11	 0	 66	 0	 248	 3	 625
151	 "Female"	 "FR"	 3	 12	 0	 27	 0	 248	 3	 625
151	 "Female"	 "FR"	 4	 13	 0	 11	 1	 11	 3	 625
151	 "Female"	 "FR"	 4	 14	 0	 0	 1	 11	 3	 625
151	 "Female"	 "FR"	 4	 15	 1	 0	 1	 11	 3	 625
151	 "Female"	 "FR"	 4	 16	 0	 0	 1	 11	 3	 625
151	 "Female"	 "FR"	 5	 17	 1	 0	 0	 0	 3	 625
151	 "Female"	 "FR"	 5	 18	 0	 0	 0	 0	 3	 625
151	 "Female"	 "FR"	 5	 19	 0	 0	 0	 0	 3	 625
151	 "Female"	 "FR"	 5	 20	 0	 0	 0	 0	 3	 625
151	 "Female"	 "FR"	 6	 21	 1	 0	 1	 0	 3	 625
152	 "Male"	 "NL"	 1	 1	 1	 112	 0	 218	 4	 458
152	 "Male"	 "NL"	 1	 2	 0	 76	 0	 218	 4	 458
152	 "Male"	 "NL"	 1	 3	 0	 14	 0	 218	 4	 458
152	 "Male"	 "NL"	 1	 4	 0	 16	 0	 218	 4	 458
152	 "Male"	 "NL"	 2	 5	 0	 69	 1	 146	 4	 458
152	 "Male"	 "NL"	 2	 6	 0	 21	 1	 146	 4	 458
152	 "Male"	 "NL"	 2	 7	 0	 29	 1	 146	 4	 458
152	 "Male"	 "NL"	 2	 8	 0	 27	 1	 146	 4	 458
152	 "Male"	 "NL"	 3	 9	 0	 36	 1	 94	 4	 458
152	 "Male"	 "NL"	 3	 10	 0	 38	 1	 94	 4	 458
152	 "Male"	 "NL"	 3	 11	 0	 10	 1	 94	 4	 458
152	 "Male"	 "NL"	 3	 12	 0	 10	 1	 94	 4	 458
152	 "Male"	 "NL"	 4	 13	 1	 0	 0	 0	 4	 458
152	 "Male"	 "NL"	 4	 14	 0	 0	 0	 0	 4	 458
152	 "Male"	 "NL"	 4	 15	 0	 0	 0	 0	 4	 458
152	 "Male"	 "NL"	 4	 16	 0	 0	 0	 0	 4	 458
152	 "Male"	 "NL"	 5	 17	 1	 0	 1	 0	 4	 458
152	 "Male"	 "NL"	 5	 18	 0	 0	 1	 0	 4	 458
152	 "Male"	 "NL"	 5	 19	 0	 0	 1	 0	 4	 458
152	 "Male"	 "NL"	 5	 20	 0	 0	 1	 0	 4	 458
152	 "Male"	 "NL"	 6	 21	 1	 0	 1	 0	 4	 458
153	 "Male"	 "NL"	 1	 1	 0	 72	 0	 236	 5	 698
153	 "Male"	 "NL"	 1	 2	 1	 100	 0	 236	 5	 698
153	 "Male"	 "NL"	 1	 3	 1	 32	 0	 236	 5	 698
153	 "Male"	 "NL"	 1	 4	 0	 32	 0	 236	 5	 698
153	 "Male"	 "NL"	 2	 5	 1	 53	 2	 138	 5	 698
153	 "Male"	 "NL"	 2	 6	 0	 24	 2	 138	 5	 698
153	 "Male"	 "NL"	 2	 7	 0	 26	 2	 138	 5	 698
153	 "Male"	 "NL"	 2	 8	 0	 35	 2	 138	 5	 698
153	 "Male"	 "NL"	 3	 9	 0	 49	 2	 107	 5	 698
153	 "Male"	 "NL"	 3	 10	 0	 33	 2	 107	 5	 698
153	 "Male"	 "NL"	 3	 11	 0	 10	 2	 107	 5	 698
153	 "Male"	 "NL"	 3	 12	 0	 15	 2	 107	 5	 698
153	 "Male"	 "NL"	 4	 13	 0	 21	 0	 183	 5	 698
153	 "Male"	 "NL"	 4	 14	 0	 41	 0	 183	 5	 698
153	 "Male"	 "NL"	 4	 15	 0	 66	 0	 183	 5	 698
153	 "Male"	 "NL"	 4	 16	 0	 55	 0	 183	 5	 698
153	 "Male"	 "NL"	 5	 17	 1	 34	 0	 68	 5	 698
153	 "Male"	 "NL"	 5	 18	 0	 0	 0	 68	 5	 698
153	 "Male"	 "NL"	 5	 19	 0	 0	 0	 68	 5	 698
153	 "Male"	 "NL"	 5	 20	 0	 0	 0	 68	 5	 698
153	 "Male"	 "NL"	 6	 21	 1	 0	 1	 0	 5	 698
154	 "Female"	 "NL"	 1	 1	 1	 142	 1	 284	 10	 659
154	 "Female"	 "NL"	 1	 2	 1	 36	 1	 284	 10	 659
154	 "Female"	 "NL"	 1	 3	 1	 24	 1	 284	 10	 659
154	 "Female"	 "NL"	 1	 4	 0	 82	 1	 284	 10	 659
154	 "Female"	 "NL"	 2	 5	 1	 70	 2	 172	 10	 659
154	 "Female"	 "NL"	 2	 6	 0	 37	 2	 172	 10	 659
154	 "Female"	 "NL"	 2	 7	 0	 43	 2	 172	 10	 659
154	 "Female"	 "NL"	 2	 8	 1	 22	 2	 172	 10	 659
154	 "Female"	 "NL"	 3	 9	 0	 66	 2	 118	 10	 659
154	 "Female"	 "NL"	 3	 10	 1	 36	 2	 118	 10	 659
154	 "Female"	 "NL"	 3	 11	 1	 7	 2	 118	 10	 659
154	 "Female"	 "NL"	 3	 12	 0	 9	 2	 118	 10	 659
154	 "Female"	 "NL"	 4	 13	 0	 18	 2	 81	 10	 659
154	 "Female"	 "NL"	 4	 14	 1	 19	 2	 81	 10	 659
154	 "Female"	 "NL"	 4	 15	 1	 20	 2	 81	 10	 659
154	 "Female"	 "NL"	 4	 16	 0	 24	 2	 81	 10	 659
154	 "Female"	 "NL"	 5	 17	 1	 4	 3	 8	 10	 659
154	 "Female"	 "NL"	 5	 18	 0	 0	 3	 8	 10	 659
154	 "Female"	 "NL"	 5	 19	 0	 0	 3	 8	 10	 659
154	 "Female"	 "NL"	 5	 20	 0	 0	 3	 8	 10	 659
154	 "Female"	 "NL"	 6	 21	 0	 0	 0	 0	 10	 659
155	 "Female"	 "NL"	 1	 1	 1	 55	 0	 70	 9	 549
155	 "Female"	 "NL"	 1	 2	 1	 3	 0	 70	 9	 549
155	 "Female"	 "NL"	 1	 3	 1	 5	 0	 70	 9	 549
155	 "Female"	 "NL"	 1	 4	 0	 7	 0	 70	 9	 549
155	 "Female"	 "NL"	 2	 5	 0	 23	 2	 66	 9	 549
155	 "Female"	 "NL"	 2	 6	 1	 14	 2	 66	 9	 549
155	 "Female"	 "NL"	 2	 7	 0	 8	 2	 66	 9	 549
155	 "Female"	 "NL"	 2	 8	 0	 21	 2	 66	 9	 549
155	 "Female"	 "NL"	 3	 9	 0	 40	 3	 74	 9	 549
155	 "Female"	 "NL"	 3	 10	 1	 8	 3	 74	 9	 549
155	 "Female"	 "NL"	 3	 11	 0	 7	 3	 74	 9	 549
155	 "Female"	 "NL"	 3	 12	 0	 19	 3	 74	 9	 549
155	 "Female"	 "NL"	 4	 13	 1	 26	 2	 164	 9	 549
155	 "Female"	 "NL"	 4	 14	 1	 56	 2	 164	 9	 549
155	 "Female"	 "NL"	 4	 15	 1	 72	 2	 164	 9	 549
155	 "Female"	 "NL"	 4	 16	 0	 10	 2	 164	 9	 549
155	 "Female"	 "NL"	 5	 17	 1	 40	 2	 126	 9	 549
155	 "Female"	 "NL"	 5	 18	 0	 21	 2	 126	 9	 549
155	 "Female"	 "NL"	 5	 19	 0	 89	 2	 126	 9	 549
155	 "Female"	 "NL"	 5	 20	 0	 25	 2	 126	 9	 549
155	 "Female"	 "NL"	 6	 21	 0	 0	 0	 0	 9	 549
156	 "Male"	 "FR"	 1	 1	 1	 84	 1	 124	 15	 437
156	 "Male"	 "FR"	 1	 2	 1	 19	 1	 124	 15	 437
156	 "Male"	 "FR"	 1	 3	 1	 9	 1	 124	 15	 437
156	 "Male"	 "FR"	 1	 4	 1	 12	 1	 124	 15	 437
156	 "Male"	 "FR"	 2	 5	 0	 100	 3	 167	 15	 437
156	 "Male"	 "FR"	 2	 6	 1	 8	 3	 167	 15	 437
156	 "Male"	 "FR"	 2	 7	 1	 28	 3	 167	 15	 437
156	 "Male"	 "FR"	 2	 8	 0	 31	 3	 167	 15	 437
156	 "Male"	 "FR"	 3	 9	 1	 80	 4	 134	 15	 437
156	 "Male"	 "FR"	 3	 10	 1	 19	 4	 134	 15	 437
156	 "Male"	 "FR"	 3	 11	 0	 22	 4	 134	 15	 437
156	 "Male"	 "FR"	 3	 12	 1	 13	 4	 134	 15	 437
156	 "Male"	 "FR"	 4	 13	 1	 12	 4	 12	 15	 437
156	 "Male"	 "FR"	 4	 14	 1	 0	 4	 12	 15	 437
156	 "Male"	 "FR"	 4	 15	 1	 0	 4	 12	 15	 437
156	 "Male"	 "FR"	 4	 16	 1	 0	 4	 12	 15	 437
156	 "Male"	 "FR"	 5	 17	 1	 0	 3	 0	 15	 437
156	 "Male"	 "FR"	 5	 18	 0	 0	 3	 0	 15	 437
156	 "Male"	 "FR"	 5	 19	 1	 0	 3	 0	 15	 437
156	 "Male"	 "FR"	 5	 20	 0	 0	 3	 0	 15	 437
156	 "Male"	 "FR"	 6	 21	 0	 0	 0	 0	 15	 437
157	 "Male"	 "FR"	 1	 1	 1	 245	 1	 465	 12	 920
157	 "Male"	 "FR"	 1	 2	 1	 40	 1	 465	 12	 920
157	 "Male"	 "FR"	 1	 3	 1	 86	 1	 465	 12	 920
157	 "Male"	 "FR"	 1	 4	 0	 94	 1	 465	 12	 920
157	 "Male"	 "FR"	 2	 5	 0	 99	 3	 309	 12	 920
157	 "Male"	 "FR"	 2	 6	 1	 71	 3	 309	 12	 920
157	 "Male"	 "FR"	 2	 7	 1	 29	 3	 309	 12	 920
157	 "Male"	 "FR"	 2	 8	 0	 110	 3	 309	 12	 920
157	 "Male"	 "FR"	 3	 9	 1	 56	 3	 146	 12	 920
157	 "Male"	 "FR"	 3	 10	 1	 37	 3	 146	 12	 920
157	 "Male"	 "FR"	 3	 11	 0	 31	 3	 146	 12	 920
157	 "Male"	 "FR"	 3	 12	 0	 22	 3	 146	 12	 920
157	 "Male"	 "FR"	 4	 13	 1	 0	 3	 0	 12	 920
157	 "Male"	 "FR"	 4	 14	 1	 0	 3	 0	 12	 920
157	 "Male"	 "FR"	 4	 15	 1	 0	 3	 0	 12	 920
157	 "Male"	 "FR"	 4	 16	 1	 0	 3	 0	 12	 920
157	 "Male"	 "FR"	 5	 17	 1	 0	 2	 0	 12	 920
157	 "Male"	 "FR"	 5	 18	 0	 0	 2	 0	 12	 920
157	 "Male"	 "FR"	 5	 19	 0	 0	 2	 0	 12	 920
157	 "Male"	 "FR"	 5	 20	 0	 0	 2	 0	 12	 920
157	 "Male"	 "FR"	 6	 21	 0	 0	 0	 0	 12	 920
158	 "Male"	 "FR"	 1	 1	 1	 49	 1	 140	 11	 624
158	 "Male"	 "FR"	 1	 2	 1	 47	 1	 140	 11	 624
158	 "Male"	 "FR"	 1	 3	 0	 30	 1	 140	 11	 624
158	 "Male"	 "FR"	 1	 4	 1	 14	 1	 140	 11	 624
158	 "Male"	 "FR"	 2	 5	 0	 114	 2	 208	 11	 624
158	 "Male"	 "FR"	 2	 6	 0	 42	 2	 208	 11	 624
158	 "Male"	 "FR"	 2	 7	 0	 21	 2	 208	 11	 624
158	 "Male"	 "FR"	 2	 8	 1	 31	 2	 208	 11	 624
158	 "Male"	 "FR"	 3	 9	 1	 32	 2	 101	 11	 624
158	 "Male"	 "FR"	 3	 10	 0	 20	 2	 101	 11	 624
158	 "Male"	 "FR"	 3	 11	 0	 28	 2	 101	 11	 624
158	 "Male"	 "FR"	 3	 12	 1	 21	 2	 101	 11	 624
158	 "Male"	 "FR"	 4	 13	 0	 15	 2	 104	 11	 624
158	 "Male"	 "FR"	 4	 14	 1	 30	 2	 104	 11	 624
158	 "Male"	 "FR"	 4	 15	 1	 44	 2	 104	 11	 624
158	 "Male"	 "FR"	 4	 16	 0	 15	 2	 104	 11	 624
158	 "Male"	 "FR"	 5	 17	 1	 22	 3	 71	 11	 624
158	 "Male"	 "FR"	 5	 18	 1	 13	 3	 71	 11	 624
158	 "Male"	 "FR"	 5	 19	 0	 22	 3	 71	 11	 624
158	 "Male"	 "FR"	 5	 20	 0	 14	 3	 71	 11	 624
158	 "Male"	 "FR"	 6	 21	 1	 0	 1	 0	 11	 624
159	 "Male"	 "FR"	 1	 1	 0	 57	 0	 192	 2	 746
159	 "Male"	 "FR"	 1	 2	 1	 58	 0	 192	 2	 746
159	 "Male"	 "FR"	 1	 3	 1	 16	 0	 192	 2	 746
159	 "Male"	 "FR"	 1	 4	 0	 61	 0	 192	 2	 746
159	 "Male"	 "FR"	 2	 5	 0	 62	 0	 180	 2	 746
159	 "Male"	 "FR"	 2	 6	 0	 50	 0	 180	 2	 746
159	 "Male"	 "FR"	 2	 7	 0	 14	 0	 180	 2	 746
159	 "Male"	 "FR"	 2	 8	 0	 54	 0	 180	 2	 746
159	 "Male"	 "FR"	 3	 9	 0	 19	 2	 109	 2	 746
159	 "Male"	 "FR"	 3	 10	 0	 37	 2	 109	 2	 746
159	 "Male"	 "FR"	 3	 11	 0	 31	 2	 109	 2	 746
159	 "Male"	 "FR"	 3	 12	 0	 22	 2	 109	 2	 746
159	 "Male"	 "FR"	 4	 13	 0	 46	 0	 149	 2	 746
159	 "Male"	 "FR"	 4	 14	 0	 29	 0	 149	 2	 746
159	 "Male"	 "FR"	 4	 15	 0	 36	 0	 149	 2	 746
159	 "Male"	 "FR"	 4	 16	 0	 38	 0	 149	 2	 746
159	 "Male"	 "FR"	 5	 17	 0	 30	 0	 112	 2	 746
159	 "Male"	 "FR"	 5	 18	 0	 14	 0	 112	 2	 746
159	 "Male"	 "FR"	 5	 19	 0	 34	 0	 112	 2	 746
159	 "Male"	 "FR"	 5	 20	 0	 38	 0	 112	 2	 746
159	 "Male"	 "FR"	 6	 21	 0	 0	 0	 0	 2	 746
16	 "Female"	 "NL"	 1	 1	 1	 77	 1	 261	 16	 676
16	 "Female"	 "NL"	 1	 2	 1	 35	 1	 261	 16	 676
16	 "Female"	 "NL"	 1	 3	 1	 49	 1	 261	 16	 676
16	 "Female"	 "NL"	 1	 4	 1	 100	 1	 261	 16	 676
16	 "Female"	 "NL"	 2	 5	 1	 72	 3	 139	 16	 676
16	 "Female"	 "NL"	 2	 6	 0	 24	 3	 139	 16	 676
16	 "Female"	 "NL"	 2	 7	 0	 16	 3	 139	 16	 676
16	 "Female"	 "NL"	 2	 8	 0	 27	 3	 139	 16	 676
16	 "Female"	 "NL"	 3	 9	 1	 37	 4	 65	 16	 676
16	 "Female"	 "NL"	 3	 10	 1	 11	 4	 65	 16	 676
16	 "Female"	 "NL"	 3	 11	 0	 7	 4	 65	 16	 676
16	 "Female"	 "NL"	 3	 12	 1	 10	 4	 65	 16	 676
16	 "Female"	 "NL"	 4	 13	 1	 17	 4	 192	 16	 676
16	 "Female"	 "NL"	 4	 14	 1	 65	 4	 192	 16	 676
16	 "Female"	 "NL"	 4	 15	 1	 87	 4	 192	 16	 676
16	 "Female"	 "NL"	 4	 16	 1	 23	 4	 192	 16	 676
16	 "Female"	 "NL"	 5	 17	 1	 19	 3	 38	 16	 676
16	 "Female"	 "NL"	 5	 18	 1	 0	 3	 38	 16	 676
16	 "Female"	 "NL"	 5	 19	 1	 0	 3	 38	 16	 676
16	 "Female"	 "NL"	 5	 20	 0	 0	 3	 38	 16	 676
16	 "Female"	 "NL"	 6	 21	 1	 0	 1	 0	 16	 676
160	 "Male"	 "FR"	 1	 1	 0	 41	 0	 137	 4	 568
160	 "Male"	 "FR"	 1	 2	 0	 34	 0	 137	 4	 568
160	 "Male"	 "FR"	 1	 3	 0	 25	 0	 137	 4	 568
160	 "Male"	 "FR"	 1	 4	 0	 37	 0	 137	 4	 568
160	 "Male"	 "FR"	 2	 5	 0	 28	 2	 79	 4	 568
160	 "Male"	 "FR"	 2	 6	 1	 12	 2	 79	 4	 568
160	 "Male"	 "FR"	 2	 7	 0	 15	 2	 79	 4	 568
160	 "Male"	 "FR"	 2	 8	 0	 24	 2	 79	 4	 568
160	 "Male"	 "FR"	 3	 9	 0	 22	 1	 100	 4	 568
160	 "Male"	 "FR"	 3	 10	 0	 47	 1	 100	 4	 568
160	 "Male"	 "FR"	 3	 11	 0	 22	 1	 100	 4	 568
160	 "Male"	 "FR"	 3	 12	 0	 9	 1	 100	 4	 568
160	 "Male"	 "FR"	 4	 13	 1	 47	 0	 175	 4	 568
160	 "Male"	 "FR"	 4	 14	 0	 30	 0	 175	 4	 568
160	 "Male"	 "FR"	 4	 15	 0	 63	 0	 175	 4	 568
160	 "Male"	 "FR"	 4	 16	 0	 35	 0	 175	 4	 568
160	 "Male"	 "FR"	 5	 17	 1	 74	 0	 151	 4	 568
160	 "Male"	 "FR"	 5	 18	 0	 3	 0	 151	 4	 568
160	 "Male"	 "FR"	 5	 19	 0	 0	 0	 151	 4	 568
160	 "Male"	 "FR"	 5	 20	 0	 0	 0	 151	 4	 568
160	 "Male"	 "FR"	 6	 21	 1	 0	 1	 0	 4	 568
161	 "Unknown"	 "NL"	 1	 1	 1	 67	 1	 271	 12	 765
161	 "Unknown"	 "NL"	 1	 2	 1	 91	 1	 271	 12	 765
161	 "Unknown"	 "NL"	 1	 3	 1	 42	 1	 271	 12	 765
161	 "Unknown"	 "NL"	 1	 4	 1	 71	 1	 271	 12	 765
161	 "Unknown"	 "NL"	 2	 5	 1	 116	 2	 252	 12	 765
161	 "Unknown"	 "NL"	 2	 6	 0	 41	 2	 252	 12	 765
161	 "Unknown"	 "NL"	 2	 7	 1	 44	 2	 252	 12	 765
161	 "Unknown"	 "NL"	 2	 8	 0	 51	 2	 252	 12	 765
161	 "Unknown"	 "NL"	 3	 9	 0	 68	 2	 242	 12	 765
161	 "Unknown"	 "NL"	 3	 10	 1	 84	 2	 242	 12	 765
161	 "Unknown"	 "NL"	 3	 11	 0	 36	 2	 242	 12	 765
161	 "Unknown"	 "NL"	 3	 12	 0	 54	 2	 242	 12	 765
161	 "Unknown"	 "NL"	 4	 13	 0	 0	 4	 0	 12	 765
161	 "Unknown"	 "NL"	 4	 14	 1	 0	 4	 0	 12	 765
161	 "Unknown"	 "NL"	 4	 15	 1	 0	 4	 0	 12	 765
161	 "Unknown"	 "NL"	 4	 16	 1	 0	 4	 0	 12	 765
161	 "Unknown"	 "NL"	 5	 17	 1	 0	 3	 0	 12	 765
161	 "Unknown"	 "NL"	 5	 18	 0	 0	 3	 0	 12	 765
161	 "Unknown"	 "NL"	 5	 19	 1	 0	 3	 0	 12	 765
161	 "Unknown"	 "NL"	 5	 20	 0	 0	 3	 0	 12	 765
161	 "Unknown"	 "NL"	 6	 21	 0	 0	 0	 0	 12	 765
162	 "Female"	 "NL"	 1	 1	 0	 31	 0	 137	 3	 550
162	 "Female"	 "NL"	 1	 2	 0	 56	 0	 137	 3	 550
162	 "Female"	 "NL"	 1	 3	 0	 19	 0	 137	 3	 550
162	 "Female"	 "NL"	 1	 4	 0	 31	 0	 137	 3	 550
162	 "Female"	 "NL"	 2	 5	 0	 67	 1	 111	 3	 550
162	 "Female"	 "NL"	 2	 6	 0	 7	 1	 111	 3	 550
162	 "Female"	 "NL"	 2	 7	 0	 25	 1	 111	 3	 550
162	 "Female"	 "NL"	 2	 8	 0	 12	 1	 111	 3	 550
162	 "Female"	 "NL"	 3	 9	 0	 14	 1	 60	 3	 550
162	 "Female"	 "NL"	 3	 10	 0	 29	 1	 60	 3	 550
162	 "Female"	 "NL"	 3	 11	 0	 9	 1	 60	 3	 550
162	 "Female"	 "NL"	 3	 12	 0	 8	 1	 60	 3	 550
162	 "Female"	 "NL"	 4	 13	 1	 11	 0	 183	 3	 550
162	 "Female"	 "NL"	 4	 14	 1	 39	 0	 183	 3	 550
162	 "Female"	 "NL"	 4	 15	 0	 116	 0	 183	 3	 550
162	 "Female"	 "NL"	 4	 16	 0	 17	 0	 183	 3	 550
162	 "Female"	 "NL"	 5	 17	 1	 16	 1	 54	 3	 550
162	 "Female"	 "NL"	 5	 18	 0	 15	 1	 54	 3	 550
162	 "Female"	 "NL"	 5	 19	 0	 21	 1	 54	 3	 550
162	 "Female"	 "NL"	 5	 20	 0	 7	 1	 54	 3	 550
162	 "Female"	 "NL"	 6	 21	 0	 0	 0	 0	 3	 550
163	 "Male"	 "NL"	 1	 1	 0	 74	 0	 150	 0	 600
163	 "Male"	 "NL"	 1	 2	 0	 18	 0	 150	 0	 600
163	 "Male"	 "NL"	 1	 3	 0	 35	 0	 150	 0	 600
163	 "Male"	 "NL"	 1	 4	 0	 23	 0	 150	 0	 600
163	 "Male"	 "NL"	 2	 5	 0	 51	 0	 146	 0	 600
163	 "Male"	 "NL"	 2	 6	 0	 20	 0	 146	 0	 600
163	 "Male"	 "NL"	 2	 7	 0	 33	 0	 146	 0	 600
163	 "Male"	 "NL"	 2	 8	 0	 42	 0	 146	 0	 600
163	 "Male"	 "NL"	 3	 9	 0	 85	 0	 198	 0	 600
163	 "Male"	 "NL"	 3	 10	 0	 62	 0	 198	 0	 600
163	 "Male"	 "NL"	 3	 11	 0	 22	 0	 198	 0	 600
163	 "Male"	 "NL"	 3	 12	 0	 29	 0	 198	 0	 600
163	 "Male"	 "NL"	 4	 13	 0	 68	 0	 106	 0	 600
163	 "Male"	 "NL"	 4	 14	 0	 33	 0	 106	 0	 600
163	 "Male"	 "NL"	 4	 15	 0	 5	 0	 106	 0	 600
163	 "Male"	 "NL"	 4	 16	 0	 0	 0	 106	 0	 600
163	 "Male"	 "NL"	 5	 17	 0	 0	 0	 0	 0	 600
163	 "Male"	 "NL"	 5	 18	 0	 0	 0	 0	 0	 600
163	 "Male"	 "NL"	 5	 19	 0	 0	 0	 0	 0	 600
163	 "Male"	 "NL"	 5	 20	 0	 0	 0	 0	 0	 600
163	 "Male"	 "NL"	 6	 21	 0	 0	 0	 0	 0	 600
164	 "Female"	 "NL"	 1	 1	 1	 54	 2	 184	 16	 529
164	 "Female"	 "NL"	 1	 2	 1	 59	 2	 184	 16	 529
164	 "Female"	 "NL"	 1	 3	 1	 30	 2	 184	 16	 529
164	 "Female"	 "NL"	 1	 4	 0	 41	 2	 184	 16	 529
164	 "Female"	 "NL"	 2	 5	 1	 80	 4	 233	 16	 529
164	 "Female"	 "NL"	 2	 6	 1	 61	 4	 233	 16	 529
164	 "Female"	 "NL"	 2	 7	 1	 27	 4	 233	 16	 529
164	 "Female"	 "NL"	 2	 8	 1	 65	 4	 233	 16	 529
164	 "Female"	 "NL"	 3	 9	 1	 36	 2	 112	 16	 529
164	 "Female"	 "NL"	 3	 10	 1	 34	 2	 112	 16	 529
164	 "Female"	 "NL"	 3	 11	 1	 18	 2	 112	 16	 529
164	 "Female"	 "NL"	 3	 12	 0	 24	 2	 112	 16	 529
164	 "Female"	 "NL"	 4	 13	 0	 0	 3	 0	 16	 529
164	 "Female"	 "NL"	 4	 14	 1	 0	 3	 0	 16	 529
164	 "Female"	 "NL"	 4	 15	 1	 0	 3	 0	 16	 529
164	 "Female"	 "NL"	 4	 16	 1	 0	 3	 0	 16	 529
164	 "Female"	 "NL"	 5	 17	 1	 0	 4	 0	 16	 529
164	 "Female"	 "NL"	 5	 18	 0	 0	 4	 0	 16	 529
164	 "Female"	 "NL"	 5	 19	 1	 0	 4	 0	 16	 529
164	 "Female"	 "NL"	 5	 20	 0	 0	 4	 0	 16	 529
164	 "Female"	 "NL"	 6	 21	 1	 0	 1	 0	 16	 529
165	 "Female"	 "NL"	 1	 1	 1	 89	 1	 215	 13	 563
165	 "Female"	 "NL"	 1	 2	 1	 39	 1	 215	 13	 563
165	 "Female"	 "NL"	 1	 3	 1	 38	 1	 215	 13	 563
165	 "Female"	 "NL"	 1	 4	 1	 49	 1	 215	 13	 563
165	 "Female"	 "NL"	 2	 5	 1	 75	 2	 186	 13	 563
165	 "Female"	 "NL"	 2	 6	 0	 34	 2	 186	 13	 563
165	 "Female"	 "NL"	 2	 7	 1	 38	 2	 186	 13	 563
165	 "Female"	 "NL"	 2	 8	 0	 39	 2	 186	 13	 563
165	 "Female"	 "NL"	 3	 9	 0	 58	 3	 162	 13	 563
165	 "Female"	 "NL"	 3	 10	 1	 41	 3	 162	 13	 563
165	 "Female"	 "NL"	 3	 11	 0	 34	 3	 162	 13	 563
165	 "Female"	 "NL"	 3	 12	 0	 29	 3	 162	 13	 563
165	 "Female"	 "NL"	 4	 13	 1	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 4	 14	 1	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 4	 15	 1	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 4	 16	 0	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 5	 17	 1	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 5	 18	 0	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 5	 19	 1	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 5	 20	 0	 0	 3	 0	 13	 563
165	 "Female"	 "NL"	 6	 21	 1	 0	 1	 0	 13	 563
166	 "Male"	 "NL"	 1	 1	 0	 100	 0	 231	 7	 714
166	 "Male"	 "NL"	 1	 2	 0	 30	 0	 231	 7	 714
166	 "Male"	 "NL"	 1	 3	 1	 61	 0	 231	 7	 714
166	 "Male"	 "NL"	 1	 4	 0	 40	 0	 231	 7	 714
166	 "Male"	 "NL"	 2	 5	 0	 127	 1	 308	 7	 714
166	 "Male"	 "NL"	 2	 6	 0	 63	 1	 308	 7	 714
166	 "Male"	 "NL"	 2	 7	 0	 61	 1	 308	 7	 714
166	 "Male"	 "NL"	 2	 8	 0	 57	 1	 308	 7	 714
166	 "Male"	 "NL"	 3	 9	 0	 131	 2	 175	 7	 714
166	 "Male"	 "NL"	 3	 10	 1	 13	 2	 175	 7	 714
166	 "Male"	 "NL"	 3	 11	 0	 16	 2	 175	 7	 714
166	 "Male"	 "NL"	 3	 12	 0	 15	 2	 175	 7	 714
166	 "Male"	 "NL"	 4	 13	 1	 0	 2	 0	 7	 714
166	 "Male"	 "NL"	 4	 14	 1	 0	 2	 0	 7	 714
166	 "Male"	 "NL"	 4	 15	 1	 0	 2	 0	 7	 714
166	 "Male"	 "NL"	 4	 16	 0	 0	 2	 0	 7	 714
166	 "Male"	 "NL"	 5	 17	 1	 0	 1	 0	 7	 714
166	 "Male"	 "NL"	 5	 18	 0	 0	 1	 0	 7	 714
166	 "Male"	 "NL"	 5	 19	 0	 0	 1	 0	 7	 714
166	 "Male"	 "NL"	 5	 20	 0	 0	 1	 0	 7	 714
166	 "Male"	 "NL"	 6	 21	 1	 0	 1	 0	 7	 714
167	 "Male"	 "NL"	 1	 1	 1	 139	 1	 267	 12	 624
167	 "Male"	 "NL"	 1	 2	 1	 43	 1	 267	 12	 624
167	 "Male"	 "NL"	 1	 3	 1	 34	 1	 267	 12	 624
167	 "Male"	 "NL"	 1	 4	 0	 51	 1	 267	 12	 624
167	 "Male"	 "NL"	 2	 5	 1	 194	 3	 266	 12	 624
167	 "Male"	 "NL"	 2	 6	 1	 26	 3	 266	 12	 624
167	 "Male"	 "NL"	 2	 7	 1	 23	 3	 266	 12	 624
167	 "Male"	 "NL"	 2	 8	 0	 23	 3	 266	 12	 624
